created_at,entry_id,voltage,current,power,energy,frequency,power factor,temp
2/16/2025 11:18,687,232.2,0.044,6.8,38.109,49.9,0.67,33.8
2/16/2025 11:19,688,232.2,0.118,15.1,54.661,49.83,0.55,33.8
2/16/2025 11:20,689,232.26,0.108,15.1,14.99,49.91,0.6,33.8
2/16/2025 11:21,690,232.27,0.063,7.8,21.283,50.01,0.54,34
2/16/2025 11:22,691,232.27,0.02,2.8,40.922,50.13,0.62,33.9
2/16/2025 11:23,692,232.28,0.099,14.6,16.884,50.34,0.63,34
2/16/2025 11:24,693,232.28,0.039,7,32.718,50.33,0.77,34
2/16/2025 11:25,694,232.3,0.056,12,36.978,50.11,0.93,34
2/16/2025 11:26,695,232.37,0.106,13.5,51.27,49.92,0.54,34
2/16/2025 11:27,696,232.38,0.108,19.4,17.464,49.95,0.77,34
2/16/2025 11:28,697,232.41,0.042,8.3,42.363,50.16,0.85,34
2/16/2025 11:29,698,232.42,0.063,10,16.712,50.13,0.69,34
2/16/2025 11:30,699,232.44,0.055,10,30.977,50.24,0.78,34.1
2/16/2025 11:31,700,232.45,0.023,3.4,33.075,49.84,0.65,34.1
2/16/2025 11:32,701,232.47,0.024,3.1,35.615,50.15,0.57,34.1
2/16/2025 11:33,702,232.47,0.118,11.4,52.216,49.6,0.42,34.1
2/16/2025 11:34,703,232.49,0.113,18.3,10.503,49.76,0.69,34.1
2/16/2025 11:35,704,232.51,0.046,10.2,23.509,49.86,0.96,34.1
2/16/2025 11:36,705,232.55,0.049,7.6,37.079,50.32,0.66,34.1
2/16/2025 11:37,706,232.56,0.104,15.7,8.487,50.24,0.65,34.1
2/16/2025 11:38,707,232.57,0.106,12.2,50.232,50.43,0.5,34.1
2/16/2025 11:39,708,232.59,0.073,13,51.356,50.31,0.77,34.1
2/16/2025 11:40,709,232.71,0.062,5.9,21.056,50.08,0.41,34.2
2/16/2025 11:41,710,232.71,0.033,5.8,47.498,49.57,0.76,34.2
2/16/2025 11:42,711,232.72,0.086,17,8.472,49.59,0.85,34.2
2/16/2025 11:43,712,232.73,0.025,2.6,9.7,50.29,0.44,34.3
2/16/2025 11:44,713,232.74,0.066,7.1,2.611,49.62,0.46,34.3
2/16/2025 11:45,714,232.76,0.138,30.9,27.766,49.81,0.96,34.3
2/16/2025 11:46,715,232.76,0.11,17.4,36.564,50.45,0.68,34.3
2/16/2025 11:47,716,232.77,0.093,12.2,22.573,50.3,0.56,34.3
2/16/2025 11:48,717,232.8,0.09,10.4,32.446,50.45,0.5,34.3
2/16/2025 11:49,718,232.81,0.103,20.1,12.35,49.63,0.84,34.4
2/16/2025 11:50,719,232.81,0.049,8.3,34.342,49.62,0.73,34.4
2/16/2025 11:51,720,232.81,0.039,4.4,36.149,50.08,0.48,34.4
2/16/2025 11:52,721,232.85,0.115,22.6,25.938,50.36,0.84,34.4
2/16/2025 11:53,722,232.85,0.039,6.1,52.171,50.23,0.67,34.4
2/16/2025 11:54,723,232.88,0.128,16.3,17.521,49.67,0.55,34.4
2/16/2025 11:55,724,232.9,0.058,12.9,40.474,49.95,0.95,34.4
2/16/2025 11:56,725,232.93,0.025,3.7,39.354,50.3,0.64,34.5
2/16/2025 11:57,726,232.94,0.092,12.3,14.828,49.56,0.57,34.5
2/16/2025 11:58,727,232.95,0.055,7.2,51.504,49.52,0.56,34.5
2/16/2025 11:59,728,232.98,0.107,15.6,5.604,50.19,0.62,34.5
2/16/2025 12:00,729,232.99,0.082,16.9,2.189,50.37,0.88,34.5
2/16/2025 12:01,730,233,0.131,29.8,20.557,50.05,0.98,34.5
2/16/2025 12:02,731,233.03,0.067,8.7,20.711,49.75,0.55,34.5
2/16/2025 12:03,732,233.05,0.124,18.8,24.394,49.59,0.65,34.5
2/16/2025 12:04,733,233.08,0.109,19.9,14.72,50.08,0.78,34.6
2/16/2025 12:05,734,233.08,0.09,17.9,32.832,50.5,0.86,34.6
2/16/2025 12:06,735,233.14,0.131,29.9,21.907,50.49,0.98,34.6
2/16/2025 12:07,736,233.15,0.109,23.7,18.455,50.4,0.94,34.6
2/16/2025 12:08,737,233.15,0.13,15.4,54.84,50.14,0.51,34.6
2/16/2025 12:09,738,233.16,0.122,18.4,1.767,50.08,0.65,34.6
2/16/2025 12:10,739,233.16,0.08,15.5,10.677,49.55,0.83,34.6
2/16/2025 12:11,740,233.17,0.104,15,43.246,49.9,0.62,34.6
2/16/2025 12:12,741,233.18,0.065,7.4,20.421,50.25,0.49,34.7
2/16/2025 12:13,742,233.19,0.125,15.2,48.638,50.15,0.52,34.7
2/16/2025 12:14,743,233.21,0.044,5.8,31.21,49.87,0.57,34.7
2/16/2025 12:15,744,233.21,0.121,23.9,45.664,49.91,0.85,34.7
2/16/2025 12:16,745,233.22,0.094,19.4,0.882,49.65,0.88,34.7
2/16/2025 12:17,746,233.24,0.067,13.8,32.165,49.53,0.88,34.7
2/16/2025 12:18,747,233.24,0.087,17.2,50.557,49.85,0.85,34.7
2/16/2025 12:19,748,233.25,0.136,20.9,21.95,50.2,0.66,34.8
2/16/2025 12:20,749,233.25,0.075,15.7,32.734,50.47,0.89,34.8
2/16/2025 12:21,750,233.26,0.105,12.5,0.977,49.9,0.51,34.8
2/16/2025 12:22,751,233.31,0.038,4.6,46.175,50.05,0.53,34.8
2/16/2025 12:23,752,233.31,0.035,8,46.488,50.41,0.97,34.8
2/16/2025 12:24,753,233.34,0.063,12.9,17.751,50.15,0.88,34.8
2/16/2025 12:25,754,233.35,0.018,3,7.859,50.21,0.69,34.9
2/16/2025 12:26,755,233.35,0.119,16.3,22.372,50.11,0.59,34.9
2/16/2025 12:27,756,233.35,0.072,11.5,48.932,50.04,0.68,34.8
2/16/2025 12:28,757,233.38,0.057,9.3,54.866,50.1,0.7,34.9
2/16/2025 12:29,758,233.4,0.099,21.4,42.859,49.64,0.92,34.9
2/16/2025 12:30,759,233.41,0.07,14.6,14.423,50.21,0.89,34.9
2/16/2025 12:31,760,233.44,0.127,19.1,0.057,50.21,0.64,34.9
2/16/2025 12:32,761,233.45,0.055,5.6,10.87,50.11,0.44,34.9
2/16/2025 12:33,762,233.47,0.045,7.1,35.622,50.05,0.68,35
2/16/2025 12:34,763,233.48,0.085,13,10.572,50.11,0.66,35
2/16/2025 12:35,764,233.49,0.122,13.4,20.601,49.78,0.47,35
2/16/2025 12:36,765,233.49,0.027,2.8,33.355,50.16,0.46,35
2/16/2025 12:37,766,233.49,0.061,12,34.55,49.62,0.85,35
2/16/2025 12:38,767,233.51,0.093,21.1,20.789,50.42,0.97,35
2/16/2025 12:39,768,233.51,0.022,2.1,41.617,50.46,0.41,35
2/16/2025 12:40,769,233.52,0.088,9.4,14.969,49.54,0.46,35
2/16/2025 12:41,770,233.55,0.123,17.7,19.037,49.78,0.61,35
2/16/2025 12:42,771,233.59,0.069,6.9,45.026,50.09,0.42,35
2/16/2025 12:43,772,233.61,0.094,16.8,32.889,49.63,0.77,35.1
2/16/2025 12:44,773,233.61,0.072,9,47.136,49.75,0.54,35.1
2/16/2025 12:45,774,233.63,0.094,14.7,49.62,50.2,0.67,35.1
2/16/2025 12:46,775,233.66,0.026,4.3,4.26,50.35,0.71,35.1
2/16/2025 12:47,776,233.66,0.05,11.1,11.243,50.32,0.96,35.1
2/16/2025 12:48,777,233.66,0.12,21.2,49.503,50.1,0.76,35.1
2/16/2025 12:49,778,233.66,0.101,13.2,51.166,49.96,0.56,35.1
2/16/2025 12:50,779,233.7,0.132,15.7,21.519,49.58,0.51,35.1
2/16/2025 12:51,780,233.76,0.094,16.5,15.425,50.36,0.75,35.2
2/16/2025 12:52,781,233.77,0.092,12.6,34.074,49.93,0.59,35.3
2/16/2025 12:53,782,233.79,0.024,2.6,17.301,49.88,0.46,35.3
2/16/2025 12:54,783,233.83,0.087,10,19.576,49.76,0.49,35.3
2/16/2025 12:55,784,233.84,0.019,3.1,9.043,50.24,0.7,35.3
2/16/2025 12:56,785,233.84,0.067,13.1,11.57,49.83,0.84,35.3
2/16/2025 12:57,786,233.84,0.1,16.6,19.696,49.99,0.71,35.3
2/16/2025 12:58,787,233.86,0.078,13.8,27.919,49.68,0.76,35.3
2/16/2025 12:59,788,233.87,0.102,12.8,3.626,50.09,0.53,35.4
2/16/2025 13:00,789,233.87,0.032,6.1,33.637,49.68,0.82,35.4
2/16/2025 13:01,790,233.87,0.113,23,34.69,50.07,0.87,35.4
2/16/2025 13:02,791,233.87,0.056,9.9,44.388,50.14,0.76,35.3
2/16/2025 13:03,792,233.87,0.032,5.7,54.149,50.14,0.76,35.3
2/16/2025 13:04,793,233.91,0.086,12.5,16.285,49.67,0.62,35.4
2/16/2025 13:05,794,233.92,0.082,15.4,29.404,49.64,0.8,35.4
2/16/2025 13:06,795,233.93,0.128,26.4,34.472,49.88,0.88,35.5
2/16/2025 13:07,796,233.95,0.064,7.2,40.867,50.26,0.49,35.5
2/16/2025 13:08,797,233.97,0.131,12.8,29.036,50.16,0.42,35.5
2/16/2025 13:09,798,233.98,0.036,4,53.223,49.69,0.47,35.5
2/16/2025 13:10,799,234.01,0.097,17.2,24.258,50.33,0.76,35.5
2/16/2025 13:11,800,234.05,0.087,16.8,27.954,49.9,0.83,35.5
2/16/2025 13:12,801,234.05,0.044,8.7,33.645,50.39,0.84,35.5
2/16/2025 13:13,802,234.08,0.041,9.3,2.938,49.89,0.96,35.5
2/16/2025 13:14,803,234.09,0.062,11.7,28.742,49.93,0.81,35.6
2/16/2025 13:15,804,234.1,0.128,21.4,7.891,49.6,0.72,35.6
2/16/2025 13:16,805,234.13,0.086,15.8,53.981,50.02,0.78,35.6
2/16/2025 13:17,806,234.14,0.094,9.1,39.505,49.51,0.41,35.6
2/16/2025 13:18,807,234.14,0.056,9.9,54.43,49.77,0.76,35.6
2/16/2025 13:19,808,234.16,0.117,17.3,8.798,49.99,0.63,35.7
2/16/2025 13:20,809,234.16,0.138,29.4,51.195,49.55,0.91,35.6
2/16/2025 13:21,810,234.18,0.091,14.5,36.846,50.27,0.68,35.7
2/16/2025 13:22,811,234.19,0.053,11.1,49.363,50.49,0.89,35.7
2/16/2025 13:23,812,234.19,0.115,16.4,52.126,50.04,0.61,35.7
2/16/2025 13:24,813,234.22,0.133,29,14.749,49.92,0.93,35.7
2/16/2025 13:25,814,234.22,0.046,5.2,28.708,49.53,0.48,35.7
2/16/2025 13:26,815,234.23,0.043,6.9,34.667,50.08,0.69,35.8
2/16/2025 13:27,816,234.28,0.101,16.2,12.702,49.85,0.68,35.8
2/16/2025 13:28,817,234.28,0.099,12.4,25.104,49.76,0.53,35.8
2/16/2025 13:29,818,234.29,0.055,9,19.643,50.41,0.7,35.8
2/16/2025 13:30,819,234.31,0.1,11.4,8.307,50.45,0.49,35.9
2/16/2025 13:31,820,234.31,0.061,8,54.214,49.71,0.56,35.9
2/16/2025 13:32,821,234.32,0.039,8.2,38.696,49.7,0.89,35.9
2/16/2025 13:33,822,234.4,0.05,10.7,50.638,49.73,0.91,35.9
2/16/2025 13:34,823,234.42,0.138,19.7,7.185,50.07,0.61,35.9
2/16/2025 13:35,824,234.46,0.053,6.6,5.094,49.8,0.53,35.9
2/16/2025 13:36,825,234.48,0.098,19,34.868,49.88,0.82,35.9
2/16/2025 13:37,826,234.49,0.068,6.6,2.405,49.77,0.42,35.9
2/16/2025 13:38,827,234.55,0.061,7.5,3.399,50.31,0.53,35.9
2/16/2025 13:39,828,234.56,0.048,10.8,30.086,50.25,0.96,36
2/16/2025 13:40,829,234.57,0.103,15.8,6.909,49.82,0.66,36
2/16/2025 13:41,830,234.58,0.118,13.1,8.108,49.77,0.47,36
2/16/2025 13:42,831,234.58,0.124,14.2,19.263,50.02,0.49,36
2/16/2025 13:43,832,234.61,0.024,4.5,20.116,50.21,0.8,36
2/16/2025 13:44,833,234.62,0.094,19.4,6.805,49.52,0.88,36.1
2/16/2025 13:45,834,234.62,0.065,8.2,37.651,49.99,0.53,36.1
2/16/2025 13:46,835,234.63,0.062,14.1,35.516,49.91,0.97,36.1
2/16/2025 13:47,836,234.65,0.117,20.3,28.66,50.17,0.74,36.1
2/16/2025 13:48,837,234.65,0.124,23.7,54.608,49.74,0.82,36.1
2/16/2025 13:49,838,234.66,0.104,18.3,14.569,50,0.75,36.1
2/16/2025 13:50,839,234.66,0.119,14.2,23.591,49.9,0.51,36.1
2/16/2025 13:51,840,234.66,0.036,3.5,23.777,50.5,0.41,36.1
2/16/2025 13:52,841,234.67,0.118,19.6,26.115,49.82,0.71,36.2
2/16/2025 13:53,842,234.67,0.075,12.8,54.525,49.73,0.72,36.2
2/16/2025 13:54,843,234.68,0.084,8.5,11.253,49.92,0.43,36.3
2/16/2025 13:55,844,234.7,0.053,11.5,54.563,49.54,0.92,36.3
2/16/2025 13:56,845,234.72,0.034,4.3,13.144,50.42,0.53,36.3
2/16/2025 13:57,846,234.74,0.041,4.3,49.856,50.19,0.44,36.3
2/16/2025 13:58,847,234.75,0.031,4.6,9.293,49.55,0.64,36.3
2/16/2025 13:59,848,234.75,0.067,14,36.893,49.9,0.89,36.3
2/16/2025 14:00,849,234.76,0.086,8.8,2.385,50.07,0.44,36.4
2/16/2025 14:01,850,234.79,0.105,24,4.302,50.06,0.97,36.4
2/16/2025 14:02,851,234.81,0.04,9.2,4.404,50.33,0.97,36.4
2/16/2025 14:03,852,234.81,0.089,14.6,40.545,50.33,0.7,36.4
2/16/2025 14:04,853,234.82,0.036,3.9,9.535,50.42,0.46,36.4
2/16/2025 14:05,854,234.82,0.028,2.7,33.523,49.75,0.42,36.4
2/16/2025 14:06,855,234.84,0.086,9.3,25.748,49.55,0.46,36.4
2/16/2025 14:07,856,234.84,0.062,12.4,41.218,49.93,0.85,36.4
2/16/2025 14:08,857,234.84,0.094,18.3,50.727,49.91,0.83,36.4
2/16/2025 14:09,858,234.88,0.078,14.8,51.112,50.27,0.81,36.5
2/16/2025 14:10,859,234.9,0.117,18.8,51.934,50.43,0.68,36.5
2/16/2025 14:11,860,234.92,0.078,14.1,4.637,49.88,0.77,36.5
2/16/2025 14:12,861,234.93,0.03,6.4,43.991,50.1,0.91,36.5
2/16/2025 14:13,862,234.93,0.098,12.7,45.527,49.63,0.55,36.5
2/16/2025 14:14,863,234.95,0.104,9.8,12.602,49.56,0.4,36.5
2/16/2025 14:15,864,235,0.043,5.1,4.952,50.09,0.51,36.6
2/17/2025 8:00,865,235,0.042,4.1,27.967,50.14,0.42,36.6
2/17/2025 8:01,866,235,0.095,17.5,46.146,50.08,0.78,36.6
2/17/2025 8:02,867,235.03,0.072,8.4,41.227,49.67,0.5,36.6
2/17/2025 8:03,868,235.04,0.058,5.8,24.335,50.35,0.43,36.6
2/17/2025 8:04,869,235.06,0.056,7.7,31.364,50.47,0.59,36.6
2/17/2025 8:05,870,235.06,0.076,8,32.377,50.4,0.45,36.6
2/17/2025 8:06,871,235.08,0.068,8,4.412,50.4,0.5,36.7
2/17/2025 8:07,872,235.08,0.115,17.8,22.025,49.56,0.66,36.7
2/17/2025 8:08,873,235.08,0.139,31.5,52.503,50.39,0.96,36.6
2/17/2025 8:09,874,235.12,0.063,9,20.393,50.37,0.61,36.8
2/17/2025 8:10,875,235.12,0.122,26.2,47.359,50.26,0.91,36.8
2/17/2025 8:11,876,235.13,0.049,5.5,18.033,50.2,0.47,36.8
2/17/2025 8:12,877,235.18,0.081,13.6,36.751,50.33,0.72,36.8
2/17/2025 8:13,878,235.2,0.128,18.1,26.712,50.2,0.6,36.8
2/17/2025 8:14,879,235.21,0.139,15.9,27.238,49.84,0.48,36.8
2/17/2025 8:15,880,235.21,0.032,7,46.709,50.4,0.95,36.8
2/17/2025 8:16,881,235.24,0.127,12.3,22.832,50.01,0.41,36.8
2/17/2025 8:17,882,235.26,0.073,14.4,41.289,50.17,0.84,36.8
2/17/2025 8:18,883,235.28,0.137,19.9,30.948,49.74,0.62,36.9
2/17/2025 8:19,884,235.28,0.104,16.4,43.492,50.13,0.67,36.8
2/17/2025 8:20,885,235.32,0.066,10.2,3.689,50.17,0.65,36.9
2/17/2025 8:21,886,235.34,0.077,9.8,50.323,49.77,0.54,36.9
2/17/2025 8:22,887,235.35,0.137,27.6,12.055,49.66,0.86,36.9
2/17/2025 8:23,888,235.38,0.057,7.1,23.539,50.03,0.54,36.9
2/17/2025 8:24,889,235.39,0.08,8.5,31.652,49.71,0.45,36.9
2/17/2025 8:25,890,235.39,0.09,15.3,36.911,49.57,0.72,36.9
2/17/2025 8:26,891,235.41,0.052,9.2,32.566,49.92,0.76,36.9
2/17/2025 8:27,892,235.43,0.032,4.6,39.009,49.58,0.6,36.9
2/17/2025 8:28,893,235.44,0.094,16.9,22.146,50.06,0.76,37
2/17/2025 8:29,894,235.47,0.087,12.4,54.109,50.31,0.61,37
2/17/2025 8:30,895,235.48,0.025,3.9,50.327,50.49,0.65,37
2/17/2025 8:31,896,235.49,0.12,17.3,44.101,50.24,0.61,37
2/17/2025 8:32,897,235.5,0.119,11.4,7.777,50.42,0.4,37
2/17/2025 8:33,898,235.5,0.128,18.6,19.099,49.86,0.62,37
2/17/2025 8:34,899,235.54,0.069,15,1.025,49.92,0.92,37
2/17/2025 8:35,900,235.54,0.065,12.7,37.339,50.05,0.82,37
2/17/2025 8:36,901,235.55,0.096,16.9,13.673,49.97,0.75,37.1
2/17/2025 8:37,902,235.55,0.134,17.8,20.896,50.17,0.56,37.1
2/17/2025 8:38,903,235.55,0.109,23,31.332,50.02,0.9,37.1
2/17/2025 8:39,904,235.56,0.118,24.9,12.882,50.44,0.9,37.1
2/17/2025 8:40,905,235.56,0.129,22.2,20.675,49.75,0.73,37.1
2/17/2025 8:41,906,235.56,0.054,5.6,29.012,49.82,0.45,37.1
2/17/2025 8:42,907,235.59,0.042,6.7,4.794,50.3,0.69,37.2
2/17/2025 8:43,908,235.6,0.139,14,1.74,50.15,0.43,37.2
2/17/2025 8:44,909,235.61,0.039,8.5,27.45,50.21,0.94,37.2
2/17/2025 8:45,910,235.62,0.131,15,26.885,50.34,0.48,37.2
2/17/2025 8:46,911,235.64,0.102,22.6,54.341,49.93,0.94,37.2
2/17/2025 8:47,912,235.65,0.035,7.3,16.348,50.35,0.87,37.3
2/17/2025 8:48,913,235.65,0.051,5.2,37.821,50,0.43,37.2
2/17/2025 8:49,914,235.66,0.039,6.8,8.328,49.63,0.74,37.3
2/17/2025 8:50,915,235.66,0.069,13.3,39.621,50.4,0.82,37.3
2/17/2025 8:51,916,235.68,0.055,5.8,32.215,49.58,0.44,37.4
2/17/2025 8:52,917,235.74,0.05,5.2,10,50.38,0.44,37.4
2/17/2025 8:53,918,235.74,0.054,10.2,53.376,49.58,0.81,37.4
2/17/2025 8:54,919,235.75,0.061,13,48.06,50.35,0.91,37.4
2/17/2025 8:55,920,235.76,0.029,3.8,41.471,50.35,0.55,37.5
2/17/2025 8:56,921,235.77,0.058,8.8,44.962,49.56,0.64,37.5
2/17/2025 8:57,922,235.8,0.087,19,19.839,49.93,0.92,37.6
2/17/2025 8:58,923,235.8,0.117,15.5,35.03,49.94,0.56,37.6
2/17/2025 8:59,924,235.8,0.124,18.8,37.798,50.09,0.64,37.5
2/17/2025 9:00,925,235.81,0.098,15.8,27.544,49.8,0.69,37.6
2/17/2025 9:01,926,235.82,0.11,21.4,24.569,49.62,0.82,37.6
2/17/2025 9:02,927,235.82,0.034,6.9,50.961,49.72,0.87,37.6
2/17/2025 9:03,928,235.83,0.085,8.1,18.56,49.8,0.41,37.6
2/17/2025 9:04,929,235.84,0.077,14.6,16.683,50.16,0.81,37.6
2/17/2025 9:05,930,235.87,0.107,12.6,44.763,50.47,0.5,37.7
2/17/2025 9:06,931,235.88,0.096,16.5,21.967,49.91,0.73,37.7
2/17/2025 9:07,932,235.88,0.085,19.2,32.061,50.01,0.96,37.7
2/17/2025 9:08,933,235.91,0.117,23.7,50.458,49.83,0.85,37.7
2/17/2025 9:09,934,235.92,0.073,8.9,24.083,50.14,0.52,37.7
2/17/2025 9:10,935,235.93,0.043,4.5,17.889,49.97,0.44,37.7
2/17/2025 9:11,936,235.93,0.031,5.2,27.99,49.55,0.71,37.7
2/17/2025 9:12,937,235.96,0.058,6.5,36.715,49.95,0.48,37.7
2/17/2025 9:13,938,235.96,0.115,17.1,46.667,50.39,0.63,37.7
2/17/2025 9:14,939,236,0.051,5.9,11.472,50.11,0.49,37.8
2/17/2025 9:15,940,236.03,0.126,26.2,29.199,49.97,0.88,37.8
2/17/2025 9:16,941,236.08,0.103,10.2,11.548,50.33,0.42,37.8
2/17/2025 9:17,942,236.11,0.021,3.9,44.907,49.74,0.78,37.8
2/17/2025 9:18,943,236.13,0.109,11,27.978,50.41,0.43,37.8
2/17/2025 9:19,944,236.14,0.105,15.1,5.865,49.99,0.61,37.8
2/17/2025 9:20,945,236.15,0.134,16.7,19.883,50.05,0.53,37.8
2/17/2025 9:21,946,236.16,0.121,12.3,42.999,50.26,0.43,37.8
2/17/2025 9:22,947,236.17,0.026,2.5,7.543,49.64,0.41,37.9
2/17/2025 9:23,948,236.17,0.024,4.4,20.912,49.7,0.8,37.9
2/17/2025 9:24,949,236.17,0.098,10.1,53.028,49.56,0.44,37.9
2/17/2025 9:25,950,236.18,0.082,16.2,10.425,49.73,0.84,37.9
2/17/2025 9:26,951,236.19,0.09,9.1,54.875,50.36,0.43,37.9
2/17/2025 9:27,952,236.21,0.128,13.4,3.345,49.73,0.44,37.9
2/17/2025 9:28,953,236.22,0.034,3.2,29.766,50.48,0.4,37.9
2/17/2025 9:29,954,236.24,0.085,17.4,13.241,50.36,0.87,37.9
2/17/2025 9:30,955,236.28,0.106,20.1,1.066,50.1,0.8,38
2/17/2025 9:31,956,236.28,0.074,15,10.653,50.35,0.86,38
2/17/2025 9:32,957,236.28,0.037,6.7,13.649,50.41,0.76,38
2/17/2025 9:33,958,236.29,0.089,14,31.969,50.39,0.67,38
2/17/2025 9:34,959,236.3,0.117,22.8,0.905,50.42,0.82,38
2/17/2025 9:35,960,236.33,0.113,17.6,31.05,50.29,0.66,38
2/17/2025 9:36,961,236.36,0.044,7.6,22.957,50.21,0.74,38.1
2/17/2025 9:37,962,236.37,0.113,13,0.821,49.65,0.49,38.1
2/17/2025 9:38,963,236.38,0.021,4.5,6.022,50.19,0.92,38.1
2/17/2025 9:39,964,236.39,0.077,14.6,43.047,50.45,0.8,38.1
2/17/2025 9:40,965,236.41,0.105,10.6,40.565,49.94,0.43,38.1
2/17/2025 9:41,966,236.42,0.055,9.4,29.729,50.2,0.72,38.1
2/17/2025 9:42,967,236.42,0.135,25.6,36.688,50.28,0.8,38.1
2/17/2025 9:43,968,236.44,0.103,22.9,29.835,49.6,0.94,38.1
2/17/2025 9:44,969,236.45,0.124,19.7,13.175,50.42,0.67,38.1
2/17/2025 9:45,970,236.46,0.129,15.1,15.224,50.44,0.5,38.1
2/17/2025 9:46,971,236.49,0.021,4.6,24.944,50.37,0.93,38.1
2/17/2025 9:47,972,236.5,0.048,11,29.72,50.15,0.96,38.2
2/17/2025 9:48,973,236.55,0.077,13.3,19.754,49.53,0.73,38.2
2/17/2025 9:49,974,236.55,0.101,14.2,19.946,49.9,0.59,38.2
2/17/2025 9:50,975,236.58,0.103,12.2,0.608,50.43,0.5,38.2
2/17/2025 9:51,976,236.59,0.111,14.9,40.69,50.19,0.57,38.3
2/17/2025 9:52,977,236.6,0.107,17.5,28.559,50.45,0.69,38.3
2/17/2025 9:53,978,236.61,0.111,15.9,9.374,50.02,0.61,38.3
2/17/2025 9:54,979,236.62,0.118,14,23.051,49.71,0.5,38.3
2/17/2025 9:55,980,236.62,0.081,9.3,41.819,50.32,0.49,38.3
2/17/2025 9:56,981,236.68,0.085,8.6,4.343,49.99,0.42,38.4
2/17/2025 9:57,982,236.68,0.068,11.8,20.433,50.46,0.73,38.3
2/17/2025 9:58,983,236.69,0.121,16.1,13.642,49.51,0.57,38.4
2/17/2025 9:59,984,236.7,0.051,8.6,22.161,49.69,0.71,38.4
2/17/2025 10:00,985,236.72,0.064,12.5,39.392,50.25,0.82,38.4
2/17/2025 10:01,986,236.73,0.072,13.7,4.981,49.91,0.81,38.4
2/17/2025 10:02,987,236.8,0.128,13.7,37.327,50.21,0.45,38.4
2/17/2025 10:03,988,236.8,0.13,30,52.417,50.26,0.97,38.4
2/17/2025 10:04,989,236.87,0.115,25.4,38.366,49.96,0.93,38.4
2/17/2025 10:05,990,236.9,0.042,8.6,40.235,50.16,0.86,38.4
2/17/2025 10:06,991,236.9,0.037,3.6,44.69,50,0.41,38.4
2/17/2025 10:07,992,236.91,0.071,13.5,11.951,50.39,0.8,38.5
2/17/2025 10:08,993,236.93,0.051,9.4,2.255,50.01,0.77,38.5
2/17/2025 10:09,994,236.93,0.019,4,12.853,49.63,0.89,38.5
2/17/2025 10:10,995,236.93,0.08,9.5,13.987,50.02,0.5,38.5
2/17/2025 10:11,996,236.96,0.064,14.6,49.398,49.79,0.96,38.5
2/17/2025 10:12,997,236.97,0.132,29.7,29.989,50.09,0.95,38.6
2/17/2025 10:13,998,236.97,0.089,19.4,31.75,49.72,0.92,38.6
2/17/2025 10:14,999,236.99,0.059,9.5,32.474,50.27,0.68,38.6
2/17/2025 10:15,1000,237,0.081,11.4,18.741,50.33,0.59,38.6
2/17/2025 10:16,1001,237.04,0.039,3.9,30.237,50.19,0.42,38.6
2/17/2025 10:17,1002,237.07,0.074,13,29.055,49.82,0.74,38.6
2/17/2025 10:18,1003,237.08,0.038,4,36.737,50.48,0.44,38.7
2/17/2025 10:19,1004,237.08,0.088,15.5,50.434,49.7,0.75,38.6
2/17/2025 10:20,1005,237.09,0.089,19.4,18.087,49.83,0.92,38.7
2/17/2025 10:21,1006,237.11,0.084,19.4,16.264,49.99,0.97,38.7
2/17/2025 10:22,1007,237.12,0.068,13.4,48.768,50.18,0.82,38.7
2/17/2025 10:23,1008,237.17,0.02,2,29.959,50.3,0.42,38.8
2/17/2025 10:24,1009,237.17,0.065,12,52.893,49.86,0.78,38.7
2/17/2025 10:25,1010,237.18,0.046,7.6,43.318,49.62,0.69,38.8
2/17/2025 10:26,1011,237.19,0.03,3.4,47.442,50.03,0.47,38.8
2/17/2025 10:27,1012,237.19,0.103,16,50.691,50.03,0.65,38.8
2/17/2025 10:28,1013,237.21,0.09,14.3,33.385,49.78,0.67,38.8
2/17/2025 10:29,1014,237.21,0.02,3.4,34.285,49.89,0.72,38.8
2/17/2025 10:30,1015,237.21,0.076,8.5,37.733,49.78,0.47,38.8
2/17/2025 10:31,1016,237.21,0.108,10.8,37.915,49.86,0.42,38.8
2/17/2025 10:32,1017,237.22,0.087,18.7,20.853,50.37,0.91,38.9
2/17/2025 10:33,1018,237.26,0.12,16.3,47.908,49.5,0.57,38.9
2/17/2025 10:34,1019,237.29,0.097,18.6,51.631,50.29,0.81,38.9
2/17/2025 10:35,1020,237.3,0.113,22.4,21.392,50.45,0.83,38.9
2/17/2025 10:36,1021,237.31,0.086,11.7,51.858,49.71,0.57,39
2/17/2025 10:37,1022,237.32,0.068,14.6,0.351,49.75,0.91,39
2/17/2025 10:38,1023,237.32,0.138,26.9,30.16,49.58,0.82,39
2/17/2025 10:39,1024,237.35,0.061,11.7,21.596,50.27,0.8,39
2/17/2025 10:40,1025,237.36,0.071,15,40.079,50.01,0.89,39
2/17/2025 10:41,1026,237.39,0.065,11,32.872,49.9,0.72,39
2/17/2025 10:42,1027,237.4,0.057,7.2,11.74,49.96,0.54,39.1
2/17/2025 10:43,1028,237.4,0.129,16.4,22.786,50.04,0.54,39.1
2/17/2025 10:44,1029,237.44,0.078,13.6,19.374,50.45,0.73,39.1
2/17/2025 10:45,1030,237.48,0.042,4,34.825,50.4,0.4,39.1
